,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
03/21/2015,GSW,SAS @ DAL,L,240,91,32,73,43.8,10,22,45.5,17,21,81.0,8,27,35,19,5,2,16,19,-15
03/19/2015,LAL,POR @ ORL,W,240,80,25,62,40.3,9,25,36.0,21,31,67.7,2,34,36,19,11,8,15,17,7
03/18/2015,WAS,POR @ ORL,L,240,84,34,82,41.5,4,22,18.2,12,24,50.0,14,22,36,21,9,5,9,19,-4
03/16/2015,CHA,ATL @ GSW,W,240,94,33,78,42.3,15,24,62.5,13,19,68.4,14,47,61,19,3,5,14,19,28
03/14/2015,DET,BOS @ IND,W,240,88,33,69,47.8,6,14,42.9,16,24,66.7,10,35,45,17,8,8,17,17,3
03/12/2015,HOU,BOS @ IND,W,240,109,44,92,47.8,11,33,33.3,10,17,58.8,22,35,57,23,5,10,14,18,18
03/10/2015,NYK,DET @ GSW,W,240,87,30,70,42.9,6,18,33.3,21,29,72.4,6,34,40,16,8,5,13,21,5
03/08/2015,BKN,DET @ GSW,W,240,95,34,72,47.2,10,22,45.5,17,21,81.0,12,31,43,24,6,4,18,12,7
03/06/2015,PHI,CHI @ SAS,W,240,89,27,71,38.0,6,12,50.0,29,41,70.7,12,37,49,17,9,5,19,20,6
03/04/2015,BOS,POR @ LAC,L,240,84,34,75,45.3,3,19,15.8,13,21,61.9,11,40,51,21,1,4,14,19,-1
03/03/2015,MEM,POR @ LAC,W,240,93,36,80,45.0,5,25,20.0,16,19,84.2,14,41,55,22,7,7,16,17,11
02/28/2015,MIL,CLE @ HOU,W,240,82,29,76,38.2,6,22,27.3,18,23,78.3,13,33,46,18,16,7,23,18,7
02/27/2015,DEN,CLE @ IND,W,240,104,39,68,57.4,9,21,42.9,17,21,81.0,8,35,43,24,13,15,23,23,22
02/25/2015,LAL,CLE @ IND,L,240,97,34,73,46.6,7,12,58.3,22,34,64.7,13,34,47,18,3,5,21,19,-3
02/23/2015,SAS,CLE @ IND,W,240,90,34,83,41.0,4,15,26.7,18,23,78.3,11,38,49,14,14,5,13,24,9
02/20/2015,POR,MEM @ LAC,W,240,92,37,83,44.6,10,25,40.0,8,17,47.1,13,35,48,18,11,7,11,21,16
02/11/2015,DAL,BKN @ LAL,L,240,82,30,80,37.5,11,29,37.9,11,21,52.4,14,38,52,19,9,7,19,21,-5
02/09/2015,NOP,BKN @ MIL,W,240,100,39,93,41.9,9,21,42.9,13,19,68.4,21,26,47,23,11,9,11,17,4
02/07/2015,SAC,BKN @ MIL,W,240,102,43,86,50.0,5,19,26.3,11,17,64.7,14,29,43,21,6,6,10,28,12
02/06/2015,PHX,LAC @ TOR,L,240,93,37,80,46.3,7,20,35.0,12,18,66.7,6,37,43,23,8,4,14,16,-7
02/04/2015,MEM,LAC @ TOR,L,240,90,33,73,45.2,7,23,30.4,17,26,65.4,9,31,40,15,6,3,14,19,-10
02/03/2015,POR,ORL @ SAS,L,240,102,39,85,45.9,6,13,46.2,18,26,69.2,14,27,41,18,8,4,10,23,-1
01/30/2015,GSW,PHX @ GSW,W,240,110,42,94,44.7,9,25,36.0,17,28,60.7,17,38,55,21,10,6,14,20,10
01/28/2015,LAC,PHX @ GSW,L,240,89,35,81,43.2,5,24,20.8,14,20,70.0,16,31,47,17,2,6,11,18,-5
01/26/2015,BOS,DEN @ NOP,L,240,90,35,82,42.7,9,24,37.5,11,19,57.9,10,29,39,18,9,10,16,23,-9
01/24/2015,BKN,DET @ MIL,W,240,108,42,79,53.2,13,29,44.8,11,14,78.6,6,37,43,23,9,5,17,13,35
01/22/2015,MIL,DET @ MIL,W,240,101,32,71,45.1,14,31,45.2,23,28,82.1,12,31,43,25,9,3,22,15,2
01/21/2015,CLE,IND @ ATL,L,240,92,35,84,41.7,8,22,36.4,14,18,77.8,16,26,42,24,9,1,20,22,-14
01/18/2015,SAS,IND @ ATL,L,240,69,28,84,33.3,3,10,30.0,10,16,62.5,12,36,48,23,7,13,15,17,-20
01/16/2015,LAL,IND @ CHA,W,240,94,36,85,42.4,12,31,38.7,10,10,100,12,26,38,24,11,7,13,21,9
01/13/2015,GSW,MEM @ BKN,L,240,105,39,81,48.1,7,21,33.3,20,24,83.3,11,33,44,14,7,7,17,18,-11
01/10/2015,HOU,CHA @ NYK,L,240,82,29,70,41.4,5,17,29.4,19,21,90.5,9,32,41,20,15,6,31,17,-15
01/09/2015,OKC,CHA @ NYK,L,240,94,36,74,48.6,7,21,33.3,15,22,68.2,9,35,44,22,12,11,20,14,-5
01/07/2015,CHI,CHA @ NYK,W,240,97,37,78,47.4,5,16,31.3,18,24,75.0,14,34,48,21,8,8,16,20,20
01/05/2015,IND,ORL @ DEN,L,240,101,35,81,43.2,4,23,17.4,27,34,79.4,14,27,41,16,6,6,10,24,-4
01/03/2015,MIN,IND @ LAL,W,240,101,38,75,50.7,11,20,55.0,14,21,66.7,11,36,47,23,6,10,14,16,12
01/02/2015,ATL,IND @ LAL,L,240,92,32,86,37.2,10,31,32.3,18,24,75.0,17,30,47,18,6,9,14,18,-6
12/30/2014,MIN,NOP @ SAS,W,240,100,38,79,48.1,7,19,36.8,17,22,77.3,11,32,43,16,5,3,14,19,6
12/29/2014,LAC,NOP @ SAS,L,240,97,38,92,41.3,8,19,42.1,13,22,59.1,18,34,52,26,7,3,13,22,-4
12/27/2014,PHI,TOR @ DEN,W,240,88,30,84,35.7,4,23,17.4,24,28,85.7,14,41,55,17,11,10,14,23,17
12/22/2014,MEM,LAL @ CHI,W,240,97,34,75,45.3,9,19,47.4,20,27,74.1,10,39,49,20,0,5,12,15,6
12/20/2014,CHA,PHI @ ORL,L,240,86,33,85,38.8,8,31,25.8,12,15,80.0,13,26,39,18,3,5,9,15,-18
12/19/2014,ORL,PHI @ ORL,W,240,101,39,73,53.4,4,11,36.4,19,24,79.2,7,35,42,24,4,5,16,14,7
12/17/2014,MIA,MIL @ SAC,W,240,105,35,66,53.0,14,25,56.0,21,24,87.5,6,32,38,23,4,5,20,26,18
12/16/2014,NOP,MIL @ SAC,L,240,111,45,90,50.0,5,15,33.3,16,19,84.2,18,19,37,19,6,7,15,18,-8
12/14/2014,WAS,MIL @ PHX,L,240,84,30,78,38.5,5,17,29.4,19,28,67.9,12,33,45,13,8,7,17,18,-9
12/12/2014,MIA,MIL @ PHX,L,240,95,34,77,44.2,8,28,28.6,19,22,86.4,12,32,44,16,4,6,14,18,-5
12/09/2014,SAS,LAC @ WAS,W,240,100,40,80,50.0,4,14,28.6,16,22,72.7,8,35,43,18,5,7,19,23,4
12/08/2014,SAC,ATL @ IND,L,240,92,32,79,40.5,3,17,17.6,25,37,67.6,11,24,35,20,7,7,13,26,-9
12/05/2014,ORL,ATL @ IND,L,240,93,36,79,45.6,8,16,50.0,13,21,61.9,13,28,41,23,4,6,12,21,-5
12/03/2014,TOR,PHX @ DAL,L,240,104,42,87,48.3,8,28,28.6,12,15,80.0,13,22,35,21,7,5,8,15,-19
12/01/2014,DEN,MIL @ CLE,L,240,101,36,84,42.9,7,18,38.9,22,30,73.3,14,34,48,18,3,6,14,15,-2
11/29/2014,LAC,MIL @ CLE,L,240,96,34,75,45.3,7,21,33.3,21,33,63.6,12,25,37,19,6,2,13,15,-16
11/26/2014,OKC,DAL @ TOR,L,240,82,31,70,44.3,3,16,18.8,17,28,60.7,8,30,38,11,9,2,19,16,-15
11/24/2014,CHI,ATL @ WAS,L,240,95,42,86,48.8,3,9,33.3,8,10,80.0,11,30,41,22,9,6,13,20,-2
11/22/2014,NOP,ATL @ WAS,L,240,94,33,71,46.5,5,14,35.7,23,29,79.3,11,31,42,15,6,8,18,25,-12
11/21/2014,GSW,ATL @ WAS,L,240,88,35,82,42.7,6,17,35.3,12,19,63.2,14,31,45,26,12,5,20,16,-13
11/18/2014,OKC,NOP @ DEN,W,240,98,35,81,43.2,10,24,41.7,18,26,69.2,12,43,55,22,8,4,13,17,17
11/15/2014,TOR,LAL @ ATL,L,240,93,33,75,44.0,5,16,31.3,22,30,73.3,10,28,38,22,5,3,12,21,-18
11/14/2014,NYK,MIA @ ATL,W,240,102,36,70,51.4,10,22,45.5,20,25,80.0,11,28,39,25,6,8,19,20,2
11/12/2014,ATL,MIA @ ATL,L,240,97,43,86,50.0,5,23,21.7,6,12,50.0,8,22,30,28,12,8,11,17,-3
11/10/2014,IND,CHA @ POR,L,240,86,32,74,43.2,6,21,28.6,16,21,76.2,5,32,37,18,5,6,12,18,-11
11/09/2014,DET,CHA @ POR,W,240,97,33,72,45.8,6,15,40.0,25,35,71.4,9,34,43,20,7,2,12,18,1
11/07/2014,DAL,WAS @ TOR,L,240,82,29,68,42.6,9,28,32.1,15,19,78.9,9,32,41,19,4,6,23,17,-23
11/05/2014,CLE,WAS @ TOR,W,240,102,39,77,50.6,7,21,33.3,17,22,77.3,13,28,41,26,3,8,15,26,2
11/03/2014,LAC,CLE @ POR,L,240,101,36,77,46.8,10,27,37.0,19,24,79.2,9,34,43,24,4,2,17,20,-6
11/01/2014,PHX,CLE @ POR,W,240,118,42,88,47.7,7,26,26.9,27,33,81.8,13,39,52,19,10,6,14,15,27
10/30/2014,DAL,LAL @ GSW,L,240,102,36,83,43.4,14,35,40.0,16,18,88.9,15,25,40,22,6,0,16,21,-18
10/29/2014,HOU,LAL @ GSW,L,240,93,38,81,46.9,3,18,16.7,14,17,82.4,13,21,34,16,8,6,14,16,-11
